_url,name,birth_year,weight,height,nationality
jose-nazabal-mimendia,José  Nazabal,1951,63.0,176,Spain
marco-zanotti-1,Marco  Zanotti,1974,70.0,180,Italy
fabian-jeker,Fabian  Jeker,1968,72.0,177,Switzerland
jan-hruska,Jan  Hruška,1975,62.0,174,Czech Republic
william-walker,William  Walker,1985,72.0,178,Australia
amael-moinard,Amaël  Moinard,1982,69.0,180,France
nicolas-dalla-valle,Nicolas  Dalla Valle,1997,73.0,188,Italy
brent-bookwalter,Brent  Bookwalter,1984,70.0,180,United States
pedro-merino-criado,Pedro  Merino,1987,55.0,170,Spain
pierino-gavazzi,Pierino  Gavazzi,1950,67.0,169,Italy
marco-milesi,Marco  Milesi,1970,78.0,191,Italy
fabian-fuchs,Fabian  Fuchs,1961,66.0,178,Switzerland
arkaitz-duran,Arkaitz  Durán,1986,70.0,185,Spain
matvey-mamykin,Matvey  Mamykin,1994,62.0,179,Russia
piet-kleine,Piet  Kleine,1951,86.0,188,Netherlands
juan-carlos-dominguez,Juan Carlos  Domínguez,1971,64.0,178,Spain
dermot-nally,Dermot  Nally,1980,69.0,178,Ireland
meinrad-vogele,Meinrad  Vögele,1949,80.0,188,Switzerland
jimmy-turgis,Jimmy  Turgis,1991,63.0,175,France
daan-olivier,Daan  Olivier,1992,64.0,188,Netherlands
jan-tilborg,Jan Van Tilborg,1953,70.0,182,Netherlands
alberto-vinale,Alberto  Vinale,1978,65.0,176,Italy
aldo-donadello,Aldo  Donadello,1953,59.0,167,Italy
edoardo-zardini,Edoardo  Zardini,1989,62.0,173,Italy
robert-sassone,Robert  Sassone,1978,75.0,181,France
maxim-gourov,Maxim  Gourov,1979,75.0,189,Kazakhstan
dirk-muller,Dirk  Müller,1973,64.0,173,Germany
matej-jurco,Matej  Jurčo,1984,69.0,186,Slovakia
maxim-smirnov,Maxim  Smirnov,1976,75.0,185,Russia
adrian-palomares,Adrián  Palomares,1976,56.0,165,Spain
yves-bonnamour,Yves  Bonnamour,1961,66.0,177,France
pierangelo-bincoletto,Pierangelo  Bincoletto,1959,52.0,176,Italy
samuel-watson,Samuel  Watson,2001,68.0,186,Great Britain
eelke-van-der-wal,Eelke van der Wal,1981,67.0,179,Netherlands
ger-harings,Ger  Harings,1948,66.0,180,Netherlands
michael-rosborg,Michael  Rosborg,1971,72.0,179,Denmark
andreas-stauff,Andreas  Stauff,1987,82.0,192,Germany
geert-verheyen,Geert  Verheyen,1973,68.0,178,Belgium
willy-sprangers,Willy  Sprangers,1954,70.0,185,Belgium
carlos-melero,Carlos  Melero,1948,74.0,183,Spain
kevin-vauquelin,Kévin  Vauquelin,2001,69.0,176,France
giancarlo-casiraghi,Giancarlo  Casiraghi,1956,71.0,184,Italy
johan-van-der-velde,Johan van der Velde,1956,74.0,189,Netherlands
don-allan,Donald  Allan,1949,73.0,180,Australia
francisco-galdos,Francisco  Galdos,1947,78.0,190,Spain
jorge-martin-montenegro,Jorge Martín  Montenegro,1983,67.0,178,Spain
david-belda,David  Belda,1983,53.0,163,Spain
rene-pijnen,René  Pijnen,1946,72.0,175,Netherlands
oliver-zaugg,Oliver  Zaugg,1981,58.0,167,Switzerland
jure-kocjan,Jure  Kocjan,1984,72.0,182,Slovenia
michel-bibollet,Michel  Bibollet,1963,71.0,181,France
lucien-van-impe,Lucien Van Impe,1946,59.0,167,Belgium
riccardo-forconi,Riccardo  Forconi,1970,71.0,184,Italy
antonio-esparza,Antonio  Esparza,1962,66.0,175,Spain
peter-roes,Peter  Roes,1964,74.0,183,Belgium
santiago-laczano,Santiago  Lazcano,1947,65.0,179,Spain
guido-beyens,Guido  Beyens,1955,71.0,184,Belgium
luca-covili,Luca  Covili,1997,58.0,180,Italy
laurent-roux,Laurent  Roux,1972,65.0,176,France
steven-tronet,Steven  Tronet,1986,67.0,175,France
nick-nuyens,Nick  Nuyens,1980,68.0,177,Belgium
antonio-sobrino,Antonio  Sobrino,1956,70.0,176,Spain
davide-ricci-bitti,Davide  Ricci Bitti,1984,60.0,180,Italy
donato-cannone,Donato  Cannone,1982,75.0,186,Italy
fredrik-dversnes,Fredrik  Dversnes,1997,73.0,188,Norway
manabu-ishibashi,Manabu  Ishibashi,1992,68.0,177,Japan
jean-claude-bagot,Jean-Claude  Bagot,1958,60.0,176,France
olav-kooij,Olav  Kooij,2001,72.0,184,Netherlands
kamil-gradek,Kamil  Gradek,1990,81.0,194,Poland
alvaro-gonzalez,Álvaro  González de Galdeano,1970,65.0,182,Spain
patrick-gretsch,Patrick  Gretsch,1987,69.0,187,Germany
sergio-barbero,Sergio  Barbero,1969,70.0,183,Italy
steve-chainel,Steve  Chainel,1983,69.0,180,France
tanner-putt,Tanner  Putt,1992,75.0,178,United States
keith-lambert,Keith  Lambert,1947,75.0,180,Great Britain
desire-letort,Désiré  Letort,1943,76.0,184,France
zdenek-stybar,Zdeněk  Štybar,1985,68.0,183,Czech Republic
franco-pica,Franco  Pica,1961,67.0,185,Italy
romain-cardis,Romain  Cardis,1992,72.0,181,France
joni-brandao,Joni  Brandão,1989,64.0,176,Portugal
jose-santos,Jose  Santos,1973,65.0,176,Portugal
sacha-modolo,Sacha  Modolo,1987,67.0,180,Italy
hugh-carthy,Hugh  Carthy,1994,69.0,191,Great Britain
samuele-conti,Samuele  Conti,1991,68.0,187,Italy
gaetan-bille,Gaëtan  Bille,1988,67.0,182,Belgium
zbigniew-ludwiniak,Zbigniew  Ludwiniak,1963,65.0,173,Poland
felix-rafael-cardenas,Félix Rafael  Cárdenas,1972,59.0,167,Colombia
henk-vogels,Henk  Vogels,1973,75.0,183,Australia
juan-mauricio-soler-hernandez,Juan Mauricio  Soler,1983,70.0,190,Colombia
sebastien-duret,Sébastien  Duret,1980,62.0,177,France
michael-schlickau,Michael  Schlickau,1969,58.0,170,Germany
hector-orlando-mesa-mesa,Hector Orlando  Mesa,1976,67.0,190,Colombia
hossein-askari,Hossein  Askari,1975,73.0,179,Iran
alfonso-dal-pian,Alfonso Dal Pian,1957,59.0,173,Italy
antonio-nibali,Antonio  Nibali,1992,65.0,180,Italy
jan-serpenti,Jan  Serpenti,1945,67.0,180,Netherlands
alessandro-bazzana,Alessandro  Bazzana,1984,63.5,180,Italy
vicente-lopez-carril,Vicente  López,1942,67.0,176,Spain
mekseb-debesay,Mekseb  Debesay,1991,64.0,182,Eritrea
josef-lontscharitsch,Josef  Lontscharitsch,1970,70.0,180,Austria
roman-kreuziger-sr,Roman  Kreuziger,1965,67.0,180,Czech Republic
michele-merlo,Michele  Merlo,1984,63.0,175,Italy
paulo-barroso,Paulo  Barroso,1972,68.0,173,Portugal
martial-gayant,Martial  Gayant,1962,69.0,183,France
cees-bol,Cees  Bol,1995,83.0,194,Netherlands
michael-vink,Michael  Vink,1991,73.0,190,New Zealand
nicki-sorensen,Nicki  Sørensen,1975,71.0,182,Denmark
benny-ceulen,Benny  Ceulen,1951,58.0,170,Netherlands
gerard-veldscholten,Gerard  Veldscholten,1959,78.0,193,Netherlands
attilio-rota,Attilio  Rota,1945,66.0,180,Italy
tanguy-turgis,Tanguy  Turgis,1998,61.0,171,France
didier-lebaud,Didier  Lebaud,1954,66.0,173,France
cameron-scott,Cameron  Scott,1998,80.0,183,Australia
leo-wellens,Léo  Wellens,1959,76.0,182,Belgium
eric-vanderaerden,Eric  Vanderaerden,1962,74.0,182,Belgium
francisco-cabello,Francisco  Cabello,1969,72.0,174,Spain
ilan-van-wilder,Ilan Van Wilder,2000,64.0,171,Belgium
michal-podlaski,Michał  Podlaski,1988,68.0,178,Poland
jorge-arcas,Jorge  Arcas,1992,68.0,187,Spain
tomas-aurelio-gil-martinez,Tomas Aurelio  Gil Martinez,1977,60.0,165,Venezuela
marc-gomez,Marc  Gomez,1954,67.0,167,France
david-de-la-fuente,David de la Fuente,1981,67.0,175,Spain
yuri-trofimov,Yuri  Trofimov,1984,59.0,169,Russia
manuel-beltran,Manuel  Beltrán,1971,60.0,178,Spain
anthony-rokia,Anthony  Rokia,1972,61.0,176,France
stephen-williams,Stephen  Williams,1996,59.0,183,Great Britain
roger-kluge,Roger  Kluge,1986,83.0,192,Germany
marcel-wust,Marcel  Wüst,1967,65.0,183,Germany
cedric-fragniere,Cédric  Fragniere,1976,78.0,193,Switzerland
daniel-lloyd1,Daniel  Lloyd,1980,70.0,187,Great Britain
steven-van-malderghem,Steven Van Malderghem,1977,72.0,178,Belgium
isidro-juarez,Isidro  Juarez,1956,73.0,183,Spain
niki-ruttimann,Niki  Rüttimann,1962,62.0,178,Switzerland
manuel-calvente-corbas,Manuel  Calvente,1976,55.0,168,Spain
rene-foucachon,Rene  Foucachon,1966,64.0,174,France
eduardo-ramirez-gonzalo,Eduardo  Gonzalo,1983,66.0,177,Spain
jose-luis-viejo,José Luis  Viejo,1949,64.0,165,Spain
jose-luis-abilleira,José Luis  Abilleira,1947,60.0,176,Spain
jose-luis-pacheco,José Luis  Pacheco,1948,78.0,181,Portugal
aleksejs-saramotins,Aleksejs  Saramotins,1982,75.0,185,Latvia
mikel-zarrabeitia,Mikel  Zarrabeitia,1970,63.0,179,Spain
willy-van-malderghem,Willy Van Malderghem,1949,72.0,172,Belgium
joey-rosskopf,Joey  Rosskopf,1989,74.0,186,United States
eduardo-correia,Eduardo  Correia,1961,68.0,183,Portugal
bernard-deville,Bernard  Deville,1942,71.0,183,Belgium
olaf-pollack,Olaf  Pollack,1973,77.0,185,Germany
delmino-pereira,Delmino  Pereira,1967,74.0,180,Portugal
uwe-peschel,Uwe  Peschel,1968,72.0,179,Germany
daisuke-imanaka,Daisuke  Imanaka,1963,71.0,181,Japan
robin-stenuit,Robin  Stenuit,1990,77.0,185,Belgium
jan-christen,Jan  Christen,2004,60.0,183,Switzerland
dominique-arnould,Dominique  Arnould,1966,67.0,183,France
alexandre-vinokourov,Alexandre  Vinokourov,1973,68.0,177,Kazakhstan
tom-cordes,Tom  Cordes,1966,70.0,179,Netherlands
yaroslav-popovych,Yaroslav  Popovych,1980,64.0,175,Ukraine
rudi-altig,Rudi  Altig,1937,69.0,174,Germany
ernesto-manchon,Ernesto  Manchon,1972,71.0,176,Spain
gijs-van-hoecke,Gijs Van Hoecke,1991,78.0,186,Belgium
rick-flens,Rick  Flens,1983,82.0,187,Netherlands
egan-bernal,Egan  Bernal,1997,60.0,175,Colombia
matteo-di-serafino,Matteo Di Serafino,1986,61.0,171,Italy
eduardo-gonzalez,Eduardo  González,1960,63.0,165,Spain
christian-murro,Christian  Murro,1978,75.0,196,Italy
harry-lodge,Harry  Lodge,1967,70.0,180,Great Britain
joan-marti-bennassar,Joan Marti  Bennassar,1999,75.0,190,Spain
faustino-ruperez,Faustino  Rupérez,1956,70.0,181,Spain
jacques-van-der-poel,Jacques van der Poel,1963,70.0,183,Netherlands
michael-barry,Michael  Barry,1975,72.0,189,Canada
alfred-gaida,Alfred  Gaida,1951,65.0,169,Germany
emile-cambre,Emile  Cambré,1948,67.0,183,Belgium
peter-van-brecht,Peter Van Brecht,1965,67.0,178,Belgium
alberto-fernandez-de-la-puebla-ramos,Alberto  Fernández de la Puebla,1984,63.0,174,Spain
javier-claramunt,Javier  Claramunt,1968,77.0,184,Spain
alfons-de-bal,Alfons De Bal,1943,76.0,187,Belgium
timothy-roe,Timothy  Roe,1989,66.0,183,Australia
cristian-moreni,Cristian  Moreni,1972,65.0,175,Italy
matthew-busche,Matthew  Busche,1985,69.0,174,United States
miguel-angel-martinez,Miguel Ángel  Martinez,1961,70.0,180,Spain
daniel-atienza-urendez,Daniel  Atienza,1974,60.0,170,Spain
michael-giebelmann,Michael  Giebelmann,1974,79.0,189,Germany
frans-van-looy,Frans Van Looy,1950,75.0,179,Belgium
anton-luengo,Antton  Luengo,1981,68.0,182,Spain
adam-de-vos,Adam de Vos,1993,68.0,187,Canada
ludo-engelen,Ludo  Engelen,1957,77.0,187,Belgium
xavier-aldanondo,Xavier  Aldanondo,1967,64.0,175,Spain
jose-angel-vidal,José Angel  Vidal,1969,71.0,172,Spain
jean-pierre-baert,Jean-Pierre  Baert,1951,67.0,175,Belgium
remo-rossi,Remo  Rossi,1968,71.0,185,Italy
stefano-gandin,Stefano  Gandin,1996,69.0,185,Italy
ezequiel-mosquera-miguez,Ezequiel  Mosquera,1975,65.0,177,Spain
patrice-halgand,Patrice  Halgand,1974,67.0,179,France
bas-giling,Bas  Giling,1982,72.0,185,Netherlands
rik-verbrugghe,Rik  Verbrugghe,1974,70.0,180,Belgium
matti-breschel,Matti  Breschel,1984,70.0,181,Denmark
federico-giabbecucci,Federico  Giabbecucci,1975,72.0,185,Italy
peter-wrolich,Peter  Wrolich,1974,68.0,179,Austria
kilian-patour,Kilian  Patour,1982,58.0,167,France
sean-quinn,Sean  Quinn,2000,67.0,187,United States
marcello-siboni,Marcello  Siboni,1965,63.0,178,Italy
carlos-hernandez,Carlos  Hernández,1958,60.0,181,Spain
gustavo-cesar-veloso,Gustavo  César Veloso,1980,69.0,182,Spain
carlos-betancur,Carlos  Betancur,1989,60.0,167,Colombia
jordi-warlop,Jordi  Warlop,1996,72.0,182,Belgium
brendan-canty,Brendan  Canty,1992,60.0,170,Australia
dario-david-cioni,Dario David  Cioni,1974,72.0,185,Italy
jacopo-guarnieri,Jacopo  Guarnieri,1987,80.0,190,Italy
przemyslaw-niemiec,Przemysław  Niemiec,1980,62.0,184,Poland
guido-trenti,Guido  Trenti,1972,68.0,180,United States
jose-luis-uribezubia,José Luis  Uribezubia,1945,59.0,173,Spain
erik-pettersson,Erik  Pettersson,1944,67.0,180,Sweden
jean-marc-marino,Jean-Marc  Marino,1983,65.0,177,France
marco-franceschini,Marco  Franceschini,1960,67.0,175,Italy
georges-barras,Georges  Barras,1949,75.0,181,Belgium
maximilian-sciandri,Maximilian  Sciandri,1967,75.0,187,Great Britain
nicola-miceli,Nicola  Miceli,1971,75.0,187,Italy
raffaele-ferrara,Raffaele  Ferrara,1976,60.0,174,Italy
alexander-evans,Alexander  Evans,1997,63.0,184,Australia
stephane-rossetto,Stéphane  Rossetto,1987,68.0,180,France
maurizio-nuzzi,Maurizio  Nuzzi,1965,73.0,171,Italy
alfredo-irusta,Alfredo  Irusta,1968,63.0,180,Spain
jan-van-camp,Jan Van Camp,1961,72.0,178,Belgium
daniel-wyder,Daniel  Wyder,1962,66.0,183,Switzerland
nicolas-portal,Nicolas  Portal,1979,70.0,184,France
jan-huisjes,Jan  Huisjes,1951,70.0,184,Netherlands
fabio-bulgarelli,Fabio  Bulgarelli,1977,63.0,173,Italy
jerome-chiotti,Jérôme  Chiotti,1972,72.0,185,France
yanto-barker,Yanto  Barker,1980,78.0,182,Great Britain
ferdi-van-den-haute,Ferdi Van Den Haute,1952,81.0,182,Belgium
martijn-verschoor,Martijn  Verschoor,1985,74.5,179,Netherlands
lauri-aus,Lauri  Aus,1970,75.0,179,Estonia
ezio-moroni,Ezio  Moroni,1961,58.0,169,Italy
sergio-marinangeli,Sergio  Marinangeli,1980,65.0,174,Italy
cameron-meyer,Cameron  Meyer,1988,70.0,181,Australia
calvin-watson,Calvin  Watson,1993,72.0,192,Australia
luis-maria-diaz-de-otazu,Luis María  Díaz de Otazu,1966,76.0,187,Spain
sebastien-joly,Sébastien  Joly,1979,74.0,180,France
francisco-tomas-garcia-rodriguez,Francisco Tomás  García,1975,80.0,191,Spain
dominique-lecrocq,Dominique  Lecrocq,1963,75.0,180,France
fabiano-fontanelli,Fabiano  Fontanelli,1965,68.0,175,Italy
jonas-vingegaard,Jonas  Vingegaard,1996,58.0,175,Denmark
dries-de-pooter,Dries De Pooter,2002,61.0,182,Belgium
leszek-plucinski,Leszek  Pluciński,1990,59.0,175,Poland
marc-madiot,Marc  Madiot,1959,68.0,179,France
bram-schmitz,Bram  Schmitz,1977,77.0,195,Netherlands
jos-jacobs,Jos  Jacobs,1953,78.0,183,Belgium
piotr-chmielewski,Piotr  Chmielewski,1970,72.0,187,Poland
jeanot-deriemaecker,Jeanot  Deriemaecker,1971,63.0,169,Belgium
matthew-wilson,Matthew  Wilson,1977,72.0,186,Australia
pello-bilbao,Pello  Bilbao,1990,60.0,174,Spain
silvestro-milani,Silvestro  Milani,1958,64.0,174,Italy
fortunato-baliani,Fortunato  Baliani,1974,66.0,178,Italy
mickael-pichon,Mickaël  Pichon,1973,62.0,174,France
dominique-turcksin,Dominique  Turcksin,1959,73.0,190,Belgium
romain-combaud,Romain  Combaud,1991,63.0,175,France
marc-dierickx,Marc  Dierickx,1954,73.0,185,Belgium
vincent-barteau,Vincent  Barteau,1962,69.0,185,France
pedro-manuel-rodrigues-silva,Pedro Manuel Rodrigues  Silva,1966,74.0,175,Portugal
leith-sherwin,Leith  Sherwin,1972,65.0,180,Australia
philippe-deleye,Philippe  Deleye,1962,65.0,177,Belgium
gino-mader,Gino  Mäder,1997,61.0,181,Switzerland
igor-merino,Igor  Merino,1990,76.0,174,Spain
antoine-guttierrez,Antoine  Gutierrez,1953,70.0,181,France
walter-schoonjans,Walter  Schoonjans,1956,64.0,175,Belgium
manuel-jorge-dominguez,Manuel Jorge  Domínguez,1962,67.0,173,Spain
fabrizio-convalle,Fabrizio  Convalle,1965,65.0,180,Italy
roberto-ballini,Roberto  Ballini,1944,62.0,172,Italy
fred-rodriguez,Fred  Rodriguez,1973,68.0,178,United States
bernardo-alfonsel,Bernardo  Alfonsel,1954,83.0,190,Spain
jos-van-de-poel,Jos Van De Poel,1954,65.0,180,Belgium
michel-laurent,Michel  Laurent,1953,58.0,169,France
rick-pluimers,Rick  Pluimers,2000,67.0,180,Netherlands
anton-vorobyev,Anton  Vorobyev,1990,74.0,180,Russia
jacques-bossis,Jacques  Bossis,1952,69.0,187,France
samuel-spokes,Samuel  Spokes,1992,63.0,181,Australia
sergio-jaramillo,Sergio  Jaramillo,1958,74.0,180,Colombia
camilo-santos,Camilo  Santos,1964,67.0,176,Spain
ronan-de-meyer,Ronan De Meyer,1953,68.0,178,Belgium
oscar-de-jesus-vargas-restrepo,Óscar de Jesús  Vargas,1964,84.0,186,Colombia
heberth-gutierrez-garcia,Heberth  Gutiérrez García,1973,70.0,186,Colombia
bruno-wojtinek,Bruno  Wojtinek,1963,65.0,176,France
jose-luis-villanueva,José Luis  Villanueva,1965,66.0,182,Spain
charles-jochums,Charles  Jochums,1957,78.0,185,Belgium
andre-meuwissen,André  Meuwissen,1962,70.0,188,Belgium
thomas-dekker,Thomas  Dekker,1984,69.0,188,Netherlands
pieter-vries,Pieter  Vries,1975,68.0,174,Netherlands
viktor-klimov,Viktor  Klimov,1964,64.0,178,Ukraine
ludovic-martin,Ludovic  Martin,1976,76.0,185,France
ricardo-valdes,Ricardo  Valdés,1976,60.0,177,Spain
emile-bodart,Emile  Bodart,1942,70.0,181,Belgium
eleuterio-anguita,Eleuterio  Anguita,1969,68.0,186,Spain
gabriele-missaglia,Gabriele  Missaglia,1970,64.0,173,Italy
davide-casarotto,Davide  Casarotto,1971,74.0,180,Italy
gabriele-bosisio,Gabriele  Bosisio,1980,65.0,185,Italy
harold-tejada,Harold  Tejada,1997,63.0,180,Colombia
kevin-van-melsen,Kévin Van Melsen,1987,77.0,185,Belgium
hugh-porter,Hugh  Porter,1940,70.0,173,Great Britain
txema-del-olmo-zendegi,Txema del Olmo,1973,75.0,187,Spain
antonio-balboa,Antonio  Balboa,1964,66.0,172,Spain
julius-johansen,Julius  Johansen,1999,77.0,188,Denmark
unai-emillio-yus,Unai Emillio  Yus,1974,67.0,176,Spain
stefano-zanini,Stefano  Zanini,1969,80.0,181,Italy
fredrik-kessiakoff,Fredrik  Kessiakoff,1980,61.0,175,Sweden
fernando-gaviria,Fernando  Gaviria,1994,71.0,181,Colombia
edwig-van-hooydonck,Edwig Van Hooydonck,1966,68.0,187,Belgium
dominique-perras,Dominique  Perras,1974,65.0,186,Canada
kenneth-van-bilsen,Kenneth  Vanbilsen,1990,73.0,184,Belgium
riccardo-lucca,Riccardo  Lucca,1997,74.0,184,Italy
gomez-perez,Sergio  Perez,1978,66.0,174,Spain
walter-riccomi,Walter  Riccomi,1950,66.0,169,Italy
ronny-de-cnodder,Ronny De Cnodder,1958,64.0,177,Belgium
natnael-tesfatsion,Natnael  Tesfatsion,1999,60.0,175,Eritrea
erich-machler,Erich  Mächler,1960,73.0,180,Switzerland
frederic-bessy,Frédéric  Bessy,1972,65.0,176,France
christophe-kern,Christophe  Kern,1981,72.0,185,France
luca-pierfelici,Luca  Pierfelici,1983,66.0,178,Italy
roger-hammond,Roger  Hammond,1974,71.0,174,Great Britain
aaron-van-poucke,Aaron Van Poucke,1998,68.0,177,Belgium
luke-rowe,Luke  Rowe,1990,72.0,185,Great Britain
francisco-javier-ochaita,Francisco Javier  Ochaita,1965,65.0,174,Spain
camilo-jorge-castiblanco,Jorge Camilo  Castiblanco,1987,73.0,180,Colombia
patrick-perret,Patrick  Perret,1953,74.0,182,France
alberto-lopez-de-munain,Alberto  López de Munain,1972,65.0,179,Spain
leonardo-bevilacqua,Leonardo  Bevilacqua,1956,70.0,175,Italy
ruben-galvan,Ruben  Galvañ,1974,63.0,170,Spain
erwin-lienhard,Erwin  Lienhard,1957,59.0,183,Switzerland
arthur-vanoverberghe,Arthur  Vanoverberghe,1990,65.0,181,Belgium
manuele-spadi,Manuele  Spadi,1981,71.0,185,Italy
aldo-moser,Aldo  Moser,1934,68.0,188,Italy
kai-reus,Kai  Reus,1985,70.0,185,Netherlands
aldo-parecchini,Aldo  Parecchini,1950,71.0,173,Italy
rasmus-byriel-iversen,Rasmus Byriel  Iversen,1997,77.0,190,Denmark
patrick-bevin,Patrick  Bevin,1991,75.0,180,New Zealand
stefano-casagrande,Stefano  Casagrande,1962,70.0,183,Italy
enzo-mattioda,Enzo  Mattioda,1946,67.0,183,France
fabien-de-waele,Fabien De Waele,1975,62.0,175,Belgium
david-rayner,David  Rayner,1967,60.0,169,Great Britain
tom-desmet,Tom  Desmet,1969,74.0,172,Belgium
callum-scotson,Callum  Scotson,1996,77.0,183,Australia
julien-morice,Julien  Morice,1991,81.0,192,France
marco-vergnani,Marco  Vergnani,1969,69.0,176,Italy
marnix-cappelle,Marnix  Cappelle,1969,71.5,191,Belgium
rafael-casero-moreno,Rafael  Casero,1976,74.0,183,Spain
jacek-morajko,Jacek  Morajko,1981,65.0,180,Poland
vegard-breen,Vegard  Breen,1990,74.0,187,Norway
diego-ferrari,Diego  Ferrari,1970,74.0,182,Italy
oscar-freire,Óscar  Freire,1976,63.0,171,Spain
paolo-ciavatta,Paolo  Ciavatta,1984,69.0,186,Italy
robert-d-hondt,Robert  D'Hondt,1962,80.0,187,Belgium
sander-de-pestel,Sander De Pestel,1998,74.0,184,Belgium
micol-gianelli,Micol  Gianelli,1962,65.0,183,Italy
kirk-willett,Kirk  Willett,1970,61.0,170,United States
francesco-casagrande,Francesco  Casagrande,1970,64.0,171,Italy
alessandro-brendolin,Alessandro  Brendolin,1977,68.0,183,Italy
eloy-ruiz-pinto,Eloy  Ruíz,1989,66.0,173,Spain
riccardo-ricco,Riccardo  Riccò,1983,57.0,174,Italy
enrico-degano,Enrico  Degano,1976,68.0,182,Italy
gianni-bugno,Gianni  Bugno,1964,68.0,177,Italy
domingo-perurena,Domingo  Perurena,1943,72.0,178,Spain
renato-silva,Renato Manuel Gomes  da Silva,1976,68.0,180,Portugal
sergi-escobar-roure,Sergi  Escobar,1974,63.0,175,Spain
dorian-de-maeght,Dorian De Maeght,1997,79.0,181,Belgium
willie-smit,Willie  Smit,1992,72.0,180,South Africa
maxime-vantomme,Maxime  Vantomme,1986,63.0,174,Belgium
walter-muller,Walter  Muller,1952,66.0,178,Switzerland
marcel-arntz,Marcel  Arntz,1965,70.0,179,Netherlands
willy-monty,Willy  Monty,1939,67.5,182,Belgium
jose-antonio-747,José Antonio  Cabrero,1958,63.0,174,Spain
michael-schwarzmann,Michael  Schwarzmann,1991,69.0,174,Germany
nick-schultz,Nick  Schultz,1994,68.0,180,Australia
samuele-rivi,Samuele  Rivi,1998,72.0,186,Italy
frederic-amorison,Frédéric  Amorison,1978,70.0,183,Belgium
ricky-eno-jorgensen,Ricky  Enø Jørgensen,1989,79.0,188,Denmark
luc-de-grauwe,Luc De Grauwe,1956,80.0,187,Belgium
sven-krauss,Sven  Krauß,1983,81.0,188,Germany
joaquim-leite,Joaquim  Leite,1945,66.0,175,Portugal
ruben-lobato,Rubén  Lobato,1978,64.0,173,Spain
robbie-mcewen,Robbie  McEwen,1972,67.0,171,Australia
claudio-corioni,Claudio  Corioni,1982,67.0,180,Italy
alexys-brunel,Alexys  Brunel,1998,70.0,191,France
laszlo-bodrogi,László  Bodrogi,1976,79.0,187,France
nikita-stalnov,Nikita  Stalnov,1991,63.0,176,Kazakhstan
andrea-zordan,Andrea  Zordan,1991,65.0,176,Italy
fabrizio-bontempi,Fabrizio  Bontempi,1966,74.0,174,Italy
patrick-roelandt,Patrick  Roelandt,1962,64.0,174,Belgium
alex-cano-ardila,Alex  Cano,1983,72.0,185,Colombia
steve-bovay,Steve  Bovay,1984,70.0,180,Switzerland
jorn-reuss,Jorn  Reuss,1968,59.0,168,Germany
carlos-ramon-golbano,Carlos Ramón  Golbano,1976,64.0,171,Spain
tom-paquot,Tom  Paquot,1999,70.0,184,Belgium
antonio-pinto,António Joaquim de Castro Oliveira Pinto,1959,77.0,187,Portugal
andrea-bagioli,Andrea  Bagioli,1999,60.0,176,Italy
yukiya-arashiro,Yukiya  Arashiro,1984,64.0,170,Japan
davide-mucelli,Davide  Mucelli,1986,68.0,176,Italy
melchor-mauri,Melchor  Mauri,1966,68.0,179,Spain
sandy-casar,Sandy  Casar,1979,63.0,179,France
